Timestamp,O3,PM2.5,NO2,SO2,Pressure,RH,Temperature,Wind Speed,O3BL,PMBL,NO2BL,SO2BL,PBL,rhbl,TBL,WSBL,ln(O3)-O3BL,ln(PM)-PMBL,ln(NO2)-NO2BL,ln(SO2)-SO2BL,ln(P)-PBL,ln(rh)-rhbl,ln(T)-TBL,ln(WS)-WSBL
2003/01/01,2.49310833333,0,33.4112958333,16.4068375,102353.333333,80.7916666666,12.9375,5.19675000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/02,11.195875,0,41.94925,16.0782083333,102374.583333,81.2083333333,15.2708333333,4.88425416666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/03,13.3892500000,0,28.7335000000,17.3224999999,102509.583333,73.25,13.0,8.0324125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/04,14.2964583333,0,45.7621250000,23.3630833333,102530.833333,64.625,13.4208333333,5.74073749999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/05,19.1333749999,0,34.81375,16.7910833333,102692.916666,62.5416666666,14.2125,5.53240833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/06,8.07925000000,0,32.277625,9.72195833333,102355.416666,81.7916666666,9.70000000000,8.17129166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/07,12.9274583333,0,26.2678333333,16.9267916666,102420.0,79.0,8.73749999999,7.73149166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/08,9.87574999999,0,35.6834583333,23.7513749999,102460.833333,75.2083333333,10.1999999999,6.16899166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/09,6.16474999999,0,42.8213333333,33.9525,102254.166666,71.125,13.1875,4.22454583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/10,10.9603333333,0,38.4873333333,28.7792083333,102184.583333,64.8333333333,13.3416666666,5.48610416666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/11,15.3093333333,0,41.6907500000,24.3092916666,102329.583333,57.9166666666,13.2291666666,5.856475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/12,27.5260833333,0,41.2982083333,23.4021666666,102311.25,54.125,14.3416666666,3.74999583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/13,40.507,0,46.1029583333,32.6366666666,102104.583333,64.75,15.4625,2.36110416666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/14,36.2531250000,0,49.4121666666,30.1590000000,102185.833333,58.25,16.7291666666,2.3958375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/15,40.1128749999,0,24.349125,6.96962500000,102423.75,68.5416666666,16.1666666666,3.91202916666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/16,38.6182916666,0,17.1118333333,6.38645833333,102398.333333,79.0833333333,15.8374999999,3.229175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/17,30.5551666666,0,43.5726041666,12.4543125,102301.666666,68.4166666666,17.9208333333,2.38426249999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/18,24.3687083333,0,47.8857500000,20.3624583333,102300.0,65.2083333333,18.4666666666,3.54165833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/19,33.9584166666,0,48.2286249999,24.4650833333,102042.083333,64.4166666666,19.3458333333,1.46990833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/20,30.3074999999,0,40.3195416666,13.7986666666,101900.0,72.6666666666,18.0000000000,2.16435416666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/21,45.6924999999,0,16.5425416666,5.46558333333,101748.333333,77.75,16.6791666666,3.84260000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/22,26.3458333333,0,39.9849166666,15.7311666666,101449.583333,72.875,17.9375,2.38425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/23,30.2479583333,0,31.3652500000,17.0089166666,101580.0,68.75,17.5833333333,4.35185833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/24,43.1753333333,0,10.62,2.51079166666,101590.833333,82.625,16.9291666666,5.92592916666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/25,35.2365416666,0,10.94225,2.97745833333,101494.166666,90.2083333333,18.1833333333,5.46295833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/26,21.5647916666,0,15.7035833333,3.90033333333,101427.5,93.7916666666,19.2791666666,2.71990833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/27,16.9505833333,0,16.7256249999,9.34841666666,102092.5,68.6666666666,14.5041666666,8.9583375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/28,27.41225,0,25.01975,12.8782916666,102486.666666,50.5,13.1625000000,6.11111770833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/29,19.6434583333,0,39.8711666666,14.3048333333,102426.25,60.9166666666,15.2708333333,3.07870833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/30,35.4412083333,0,17.1312916666,6.18308333333,102290.0,78.4166666666,15.7250000000,3.61111249999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/01/31,32.8016666666,0,15.3507916666,5.671,102050.416666,79.8333333333,18.6124999999,3.14815000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/02/01,21.0207083333,0,20.5189166666,7.85716666666,102047.5,75.0416666666,19.475,4.38657916666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/02/02,15.5218333333,0,15.217875,5.51879166666,102380.0,71.2083333333,14.0874999999,5.75231666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/02/03,6.34520833333,0,23.1288749999,7.75637499999,102428.333333,76.7083333333,13.4791666666,4.3981625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/02/04,17.1444166666,0,14.5368333333,9.329875,102495.416666,69.25,13.1666666666,6.72452916666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
