,Pressure,RH,Temperature,Wind Speed,Wind Direction,ln(O3),O3_BL,Y hat,Error,Long Term,delta,Season,Short
2003/02/12,102159.2709828,92.09134946902,20.92213281353,2.877817868711,359.0,3.709081511431,3.331239965455,3.570565354783,-0.23932538932,0,0,0,0.377841545975
2003/02/13,102149.1811882,92.20562775431,20.98063490068,2.848812989462,355.0,2.545931191625,3.327657360183,3.558837001920,-0.23117964173,0,0,0,-0.78172616855
2003/02/14,102139.1844684,92.31789247201,21.03727548095,2.820369838861,155.0,3.387497295923,3.324416059327,3.547219960477,-0.22280390115,0,0,0,0.063081236596
2003/02/15,102129.3275657,92.42715460658,21.09159533091,2.792623723809,149.0,3.334387839262,3.321554236105,3.535767060788,-0.21421282468,0,0,0,0.012833603156
2003/02/16,102119.6711632,92.53269855262,21.14324593279,2.765574644306,272.0,1.629632619719,3.319115534746,3.524519707502,-0.20540417275,0,0,0,-1.68948291502
2003/02/17,102110.2726639,92.63494450366,21.19241999642,2.739300504325,240.0,2.792789554555,3.317087651882,3.513537740880,-0.19645008899,0,0,0,-0.52429809732
2003/02/18,102101.2247324,92.73207031038,21.23853119189,2.713825905121,154.0,3.421398622311,3.315420693798,3.502897403165,-0.18747670936,0,0,0,0.105977928513
2003/02/19,102092.6175734,92.82347230308,21.28103009118,2.689003239165,343.0,3.258880845756,3.314049029293,3.492626449623,-0.17857742032,0,0,0,-0.05516818353
2003/02/20,102084.5495920,92.90747976546,21.32048662337,2.664971913567,190.0,3.733773944753,3.312874160795,3.482876932440,-0.17000277164,0,0,0,0.420899783957
2003/02/21,102077.1134527,92.98233170281,21.35703609534,2.641830333347,154.0,3.952028026316,3.311971421866,3.473770543345,-0.16179912147,0,0,0,0.640056604449
2003/02/22,102070.3485177,93.04936591496,21.39078511255,2.619717905613,155.0,3.546563878992,3.311440745517,3.465345424200,-0.15390467868,0,0,0,0.235123133475
2003/02/23,102064.2006642,93.10989928246,21.42167217184,2.598765837057,308.0,2.035110794513,3.311379866100,3.457558985649,-0.14617911954,0,0,0,-1.27626907158
2003/02/24,102058.5313050,93.16479097133,21.45053371589,2.578847021198,335.0,3.218875824868,3.311752866188,3.450308977255,-0.13855611106,0,0,0,-0.09287704131
2003/02/25,102053.2145639,93.21548473492,21.47809958190,2.559891754479,252.0,3.932225552745,3.312543070861,3.443498589288,-0.13095551842,0,0,0,0.619682481884
2003/02/26,102048.1499856,93.26385704210,21.50505450675,2.541883636065,354.0,3.769705700894,3.313667735569,3.437050761783,-0.12338302621,0,0,0,0.456037965324
2003/02/27,102043.2576161,93.31122273155,21.53209552598,2.524834966583,163.0,3.334387839262,3.315093533823,3.430918391676,-0.11582485785,0,0,0,0.019294305439
2003/02/28,102038.4743121,93.35812321128,21.55888642244,2.508610439132,360.0,3.617515022700,3.316802668696,3.425005744343,-0.10820307564,0,0,0,0.300712354003
2003/03/01,102033.7422608,93.40491775390,21.58553380157,2.493160851203,161.0,3.155697444985,3.318547794215,3.419259444830,-0.10071165061,0,0,0,-0.16285034922
2003/03/02,102029.0274303,93.45135887080,21.61201306212,2.478547705933,172.0,3.239078372185,3.320261396527,3.413666546217,-0.09340514968,0,0,0,-0.08118302434
2003/03/03,102024.2986592,93.49748599778,21.63812329384,2.464586493911,155.0,2.853413816077,3.321957311472,3.408161645150,-0.08620433367,0,0,0,-0.46854349539
2003/03/04,102019.5145352,93.54314548361,21.66383169506,2.451162409282,151.0,3.198256704332,3.323460752690,3.402694233928,-0.07923348123,0,0,0,-0.12520404835
2003/03/05,102014.6619377,93.58810198860,21.68880614884,2.438308253720,161.0,3.485939797616,3.324744743228,3.397247927397,-0.07250318416,0,0,0,0.161195054388
2003/03/06,102009.7121653,93.63244408134,21.71394870117,2.425970724506,328.0,2.728251441751,3.325772986134,3.391832503743,-0.06605951760,0,0,0,-0.59752154438
2003/03/07,102004.6381565,93.67641708147,21.74063292213,2.414153921850,358.0,2.882401188244,3.326586283187,3.386488442800,-0.05990215961,0,0,0,-0.44418509494
2003/03/08,101999.4149001,93.71980385829,21.76904742132,2.403120259133,356.0,3.177203468893,3.327287398592,3.381253485093,-0.05396608650,0,0,0,-0.15008392969
2003/03/09,101994.0145147,93.76230112345,21.79949151400,2.392824634056,357.0,3.891403884892,3.327882740372,3.376117288877,-0.04823454850,0,0,0,0.563521144519
2003/03/10,101988.3845176,93.80542102177,21.83323216481,2.383271146828,360.0,3.501443842806,3.328294865644,3.371076086715,-0.04278122107,0,0,0,0.173148977162
2003/03/11,101982.4732461,93.84946586165,21.87103611283,2.374435196195,191.0,4.054444018036,3.328407827872,3.366117247076,-0.03770941920,0,0,0,0.726036190163
2003/03/12,101976.2241174,93.89431472795,21.91351838943,2.366324982574,179.0,3.826865908198,3.328195386714,3.361229432100,-0.03303404538,0,0,0,0.498670521483
2003/03/13,101969.5698880,93.93988186067,21.96056008856,2.358813399483,152.0,3.757871325600,3.327643123010,3.356335110517,-0.02869198750,0,0,0,0.430228202590
2003/03/14,101962.4769363,93.98605235146,22.01238673172,2.351834843577,342.0,3.792964656905,3.326782174592,3.351409646189,-0.02462747159,0,0,0,0.466182482313
2003/03/15,101954.9206609,94.03296966255,22.06994546721,2.345356513182,156.0,3.516711177874,3.325589168419,3.346470718491,-0.02088155007,0,0,0,0.191122009455
2003/03/16,101946.9059822,94.08138197138,22.13376112181,2.339345606625,153.0,3.198256704332,3.324051719413,3.341529460855,-0.01747774144,0,0,0,-0.12579501508
2003/03/17,101938.3943581,94.13157856820,22.20457583336,2.333818524744,159.0,2.964644002270,3.322129860054,3.336589353736,-0.01445949368,0,0,0,-0.35748585778
2003/03/18,101929.3615974,94.18339500184,22.28224609455,2.328738365656,171.0,3.155697444985,3.319825169014,3.331621368444,-0.01179619942,0,0,0,-0.16412772402
2003/03/19,101919.7917093,94.23777951945,22.36690311205,2.324109229570,345.0,3.670860584974,3.317238521070,3.326605305949,-0.00936678487,0,0,0,0.353622063904
2003/03/20,101909.6801836,94.29505124441,22.45849768338,2.320091024642,353.0,2.545931191625,3.314578286598,3.321557679350,-0.00697939275,0,0,0,-0.76864709497
2003/03/21,101899.0081594,94.35544414285,22.55609496084,2.316700151707,355.0,2.585151603240,3.312087153972,3.316419340578,-0.00433218660,0,0,0,-0.72693555073
2003/03/22,101887.7448849,94.41958807659,22.65922752060,2.313838205748,340.0,3.792964656905,3.309799030126,3.311118187800,-0.00131915767,0,0,0,0.483165626779
2003/03/23,101875.8628890,94.48719245151,22.76788306203,2.311439583418,345.0,4.054444018036,3.307647145560,3.305625896707,0.002021248853,0,0,0,0.746796872475
2003/03/24,101863.3962032,94.55616226577,22.88213128869,2.309455082209,155.0,2.964644002270,3.305501070157,3.299996110044,0.005504960112,0,0,0,-0.34085706788
2003/03/25,101850.4342121,94.62607220878,23.00135306900,2.307847800237,151.0,3.589735685488,3.303298580239,3.294268775683,0.009029804556,0,0,0,0.286437105249
2003/03/26,101837.0572799,94.69592148919,23.12501947599,2.306589036040,154.0,3.880932670989,3.300986369681,3.288491504303,0.012494865378,0,0,0,0.579946301308
2003/03/27,101823.3355201,94.76415613186,23.25331501906,2.305604985854,342.0,3.352406217492,3.298503449874,3.282738404781,0.015765045093,0,0,0,0.053902767617
