,Pressure,RH,Temperature,Wind Speed,Wind Direction,ln(O3),O3_BL,Y hat,Error,Long Term,delta,Season,Short
2003/02/12,102073.4970683,87.87007069170,19.94627496002,4.934396654229,340.0,3.745895218891,3.425928580847,3.437785436397,-0.01185685554,0,0,0,0.319966638043
2003/02/13,102063.3445405,88.04497585386,20.01426052728,4.939070892615,360.0,2.853413816077,3.426803912592,3.434082326522,-0.00727841392,0,0,0,-0.57339009651
2003/02/14,102053.2982082,88.21247456230,20.08009758497,4.944544671778,110.0,3.334387839262,3.428168322209,3.430500474943,-0.00233215273,0,0,0,-0.09378048294
2003/02/15,102043.4056336,88.37178300053,20.14340891385,4.951125507400,100.0,3.334387839262,3.430004178988,3.427083798266,0.002920380722,0,0,0,-0.09561633972
2003/02/16,102033.7254499,88.52274127270,20.20380089384,4.958854401574,330.0,3.297346836535,3.432273283275,3.423846365758,0.008426917516,0,0,0,-0.13492644673
2003/02/17,102024.3121899,88.66567770716,20.26152363770,4.967505842797,330.0,3.198256704332,3.434943700948,3.420805757659,0.014137943289,0,0,0,-0.23668699661
2003/02/18,102015.2568781,88.79956296691,20.31629423100,4.976997826889,100.0,3.040629154436,3.437856902385,3.418002255095,0.019854647290,0,0,0,-0.39722774794
2003/02/19,102006.6435688,88.92352545819,20.36765345032,4.986653819344,350.0,3.316038832580,3.440937284945,3.415404166971,0.025533117974,0,0,0,-0.12489845236
2003/02/20,101998.5727172,89.03583633195,20.41585960884,4.995940792980,90.0,3.631120565907,3.444162080639,3.413058185945,0.031103894694,0,0,0,0.186958485267
2003/02/21,101991.1406781,89.13326229447,20.46107261470,5.004756242568,100.0,3.745895218891,3.447469640981,3.411067037932,0.036402603048,0,0,0,0.298425577910
2003/02/22,101984.3905039,89.21657979416,20.50362048464,5.013428184837,330.0,3.218875824868,3.450891021768,3.409491150443,0.041399871325,0,0,0,-0.23201519690
2003/02/23,101978.2586411,89.28805336832,20.54364262577,5.021956619787,310.0,2.964644002270,3.454384612165,3.408268930035,0.046115682129,0,0,0,-0.48974060989
2003/02/24,101972.6015826,89.35008605928,20.58186477510,5.030075033826,310.0,3.218875824868,3.457890937060,3.407304234478,0.050586702581,0,0,0,-0.23901511219
2003/02/25,101967.2955020,89.40427988437,20.61887736274,5.037598917544,110.0,3.880932670989,3.461333684132,3.406523736698,0.054809947433,0,0,0,0.419598986857
2003/02/26,101962.2366640,89.45293581532,20.65528721964,5.044220755258,100.0,3.709081511431,3.464599564155,3.405843140508,0.058756423646,0,0,0,0.244481947275
2003/02/27,101957.3447045,89.49737181516,20.69157407027,5.050043052195,100.0,3.218875824866,3.467693137575,3.405236813403,0.062456324172,0,0,0,-0.24881731270
2003/02/28,101952.5560703,89.53916648899,20.72759850752,5.055024806265,100.0,3.437927817159,3.470516365321,3.404633733453,0.065882631867,0,0,0,-0.03258854816
2003/03/01,101947.8158186,89.57839603509,20.76345893640,5.058817499692,110.0,3.561162553093,3.472930545168,3.403976987317,0.068953557850,0,0,0,0.088232007925
2003/03/02,101943.0956578,89.61480372298,20.79917995817,5.061585140842,100.0,3.757871325600,3.474865486809,3.403272380346,0.071593106463,0,0,0,0.283005838790
2003/03/03,101938.3652466,89.64868099143,20.83460986510,5.063450735987,100.0,3.901766587735,3.476283713794,3.402501583106,0.073782130687,0,0,0,0.425482873940
2003/03/04,101933.5839927,89.68017782606,20.86957234818,5.064209274673,110.0,3.316038832580,3.477147293050,3.401611129221,0.075536163829,0,0,0,-0.16110846046
2003/03/05,101928.7383656,89.70976284800,20.90384599614,5.063963262126,270.0,3.404591614730,3.477438062384,3.400582726695,0.076855335688,0,0,0,-0.07284644765
2003/03/06,101923.7959735,89.73759298454,20.93807044159,5.062712698347,360.0,3.437927817159,3.477087760222,3.399434707207,0.077653053015,0,0,0,-0.03915994306
2003/03/07,101918.7260650,89.76375472549,20.97337734224,5.060375579154,360.0,3.387497295923,3.476104367111,3.398209018592,0.077895348518,0,0,0,-0.08860707118
2003/03/08,101913.4999384,89.78851037352,21.01019311984,5.057607938004,360.0,3.859655450018,3.474522395747,3.396972587810,0.077549807937,0,0,0,0.385133054270
2003/03/09,101908.0860223,89.81223010373,21.04889089343,5.054245766534,100.0,3.815692705478,3.472313425746,3.395709685589,0.076603740156,0,0,0,0.343379279731
2003/03/10,101902.4310139,89.83641414982,21.09058181967,5.049940546967,340.0,3.815692705478,3.469353231165,3.394401719948,0.074951511216,0,0,0,0.346339474313
2003/03/11,101896.4824306,89.86057323383,21.13593833285,5.044774283488,100.0,3.990494017095,3.465597397266,3.393076261555,0.072521135711,0,0,0,0.524896619829
2003/03/12,101890.1820492,89.88468335725,21.18542785682,5.038787978186,100.0,3.696502822262,3.460990757713,3.391734406954,0.069256350758,0,0,0,0.235512064549
2003/03/13,101883.4642666,89.90887085571,21.23905859198,5.032063635245,110.0,3.804393250326,3.455569921138,3.390347453234,0.065222467903,0,0,0,0.348823329188
2003/03/14,101876.2950510,89.93372552790,21.29699454672,5.024806265119,100.0,3.575551168806,3.449413416158,3.388916738178,0.060496677980,0,0,0,0.126137752648
2003/03/15,101868.6502111,89.95905427036,21.36007216368,5.016851859444,100.0,3.709081511431,3.442556052748,3.387466983572,0.055089069176,0,0,0,0.266525458682
2003/03/16,101860.5309770,89.98555997375,21.42873836565,5.008118414039,100.0,3.501443842806,3.435026191523,3.386006555271,0.049019636252,0,0,0,0.066417651282
2003/03/17,101851.8959366,90.01327534134,21.50358768297,4.998523924720,250.0,3.485939797616,3.426875673756,3.384540679482,0.042334994274,0,0,0,0.059064123860
2003/03/18,101842.7196687,90.04172983722,21.58446020747,4.988355406125,280.0,3.316038832580,3.418211336094,3.383080568274,0.035130767820,0,0,0,-0.10217250351
2003/03/19,101832.9870023,90.07194921070,21.67129853622,4.977776866620,100.0,3.421398622311,3.409196616413,3.381613627675,0.027582988737,0,0,0,0.012202005898
2003/03/20,101822.6971175,90.10476061749,21.76399196359,4.967546844889,360.0,2.937976033993,3.399939124683,3.380190155175,0.019748969507,0,0,0,-0.46196309069
2003/03/21,101811.8332034,90.14045889540,21.86186805527,4.958259871253,360.0,3.064726478373,3.390562560103,3.378811831954,0.011750728149,0,0,0,-0.32583608173
2003/03/22,101800.3661486,90.18044401984,21.96443888638,4.950038951986,290.0,3.745895218891,3.381214310090,3.377423290518,0.003791019572,0,0,0,0.364680908800
2003/03/23,101788.2647915,90.22505624256,22.07153224814,4.942556070359,110.0,4.036586556898,3.371925880852,3.375961834807,-0.00403595395,0,0,0,0.664660676046
2003/03/24,101775.5672639,90.27215966214,22.18313173971,4.935544712780,290.0,3.316038832580,3.362712128913,3.374456052413,-0.01174392349,0,0,0,-0.04667329633
2003/03/25,101762.3650006,90.32002189101,22.29864283078,4.929189388658,110.0,3.709081511431,3.353596185677,3.372963928165,-0.01936774248,0,0,0,0.355485325753
2003/03/26,101748.7387756,90.36772107507,22.41765960063,4.923408093812,110.0,3.709081511431,3.344627619753,3.371511278077,-0.02688365832,0,0,0,0.364453891677
2003/03/27,101734.7558325,90.41357110992,22.54026405346,4.918262331378,320.0,3.387497295923,3.335837229777,3.370171292522,-0.03433406274,0,0,0,0.051660066146
2003/03/28,101720.4940751,90.45634982574,22.66660379679,4.913526589856,300.0,3.111246069766,3.327235576063,3.368992620616,-0.04175704455,0,0,0,-0.21598950629
2003/03/29,101706.0535487,90.49448981508,22.79667063020,4.909262372380,100.0,3.404591614730,3.319080392261,3.368058593530,-0.04897820126,0,0,0,0.085511222468
2003/03/30,101691.5342982,90.52710893435,22.92996842838,4.905900200910,100.0,3.352406217492,3.311508329595,3.367446904506,-0.05593857491,0,0,0,0.040897887896
2003/03/31,101677.0084874,90.55498568617,23.06609127065,4.903542580671,230.0,2.964644002270,3.304628550569,3.367168798111,-0.06254024754,0,0,0,-0.33998454829
2003/04/01,101662.4880068,90.57809854852,23.20504325720,4.901964000164,250.0,2.882401188244,3.298484768920,3.367210201999,-0.06872543307,0,0,0,-0.41608358067
2003/04/02,101647.9544056,90.59752684816,23.34764442986,4.901041453114,270.0,2.728251441751,3.293142810442,3.367581396045,-0.07443858560,0,0,0,-0.56489136869
2003/04/03,101633.3822624,90.61394552462,23.49434991184,4.900692935339,250.0,2.505109523772,3.288586605564,3.368277543818,-0.07969093825,0,0,0,-0.78347708179
2003/04/04,101618.7810078,90.62679819180,23.64461437533,4.900897945795,360.0,2.322789600309,3.284843453479,3.369278214465,-0.08443476098,0,0,0,-0.96205385316
2003/04/05,101604.1572020,90.63583321579,23.79745787035,4.901635983435,350.0,3.015936780869,3.281918063330,3.370530753648,-0.08861269031,0,0,0,-0.26598128246
2003/04/06,101589.5912091,90.64112435524,23.95215055967,4.902538029439,80.0,3.603721812440,3.279839915640,3.371998919298,-0.09215900365,0,0,0,0.323881896799
2003/04/07,101575.1576530,90.64256123662,24.10792980442,4.903788593218,170.0,3.531748922267,3.278690019431,3.373695879761,-0.09500586033,0,0,0,0.253058902836
2003/04/08,101560.9168067,90.63912100947,24.26397556275,4.905428676862,310.0,3.370105671784,3.278591402076,3.375625011729,-0.09703360965,0,0,0,0.091514269707
2003/04/09,101546.8990118,90.63168366886,24.41972200582,4.907130263643,90.0,3.709081511431,3.279562520170,3.377724223636,-0.09816170346,0,0,0,0.429518991261
2003/04/10,101533.1678215,90.62035996555,24.57460330476,4.908975357743,90.0,3.657788603885,3.281645949575,3.379999447826,-0.09835349825,0,0,0,0.376142654310
2003/04/11,101519.7978596,90.60504387633,24.72823814014,4.910943458116,130.0,1.811954176513,3.284834953535,3.382467387719,-0.09763243418,0,0,0,-1.47288077702
