station,province
N/A,0
N/A,0
VEAT,0
N/A,0
VIAG,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VBRA,0
N/A,0
N/A,0
N/A,0
N/A,0
UAAA,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VIAR,0
N/A,0
RKTA,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
RPUA,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VAAU,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VEBD,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
OLDZGSZ,0
N/A,0
N/A,0
VIBY,0
N/A,0
N/A,0
UNBB,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
ZGBH,0
ZBAA,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VNBW,0
VBBM,0
VABP,0
N/A,0
N/A,0
N/A,0
N/A,0
VNVT,0
N/A,0
UHBB,0
N/A,0
VGBG,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VECC,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
ZYCC,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
HKA_AWS,0
N/A,0
N/A,0
N/A,0
CCH_AWS,0
VTCC,0
N/A,0
N/A,0
OLDVGEG,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
ZUCK,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
UIAA,0
VGCM,0
VGCB,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
ZYTL,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VIDD,0
VGTJ,0
N/A,0
N/A,0
N/A,0
VEMN,0
N/A,0
N/A,0
N/A,0
N/A,0
RKSB,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
UAFF,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
ZSFZ,0
N/A,0
ZSGZ,0
N/A,0
N/A,0
N/A,0
VEGY,0
N/A,0
N/A,0
N/A,0
VEGK,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
ZGGG,0
ZGKL,0
N/A,0
ZUGY,0
N/A,0
N/A,0
N/A,0
N/A,0
VIGR,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
ZGHK,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
ZWHM,0
ZSHC,0
N/A,0
ZYHB,0
N/A,0
N/A,0
N/A,0
N/A,0
ZSOF,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VIHR,0
N/A,0
N/A,0
N/A,0
VBHL,0
VHHH,0
HKO_AWS,0
UIUH,0
N/A,0
N/A,0
N/A,0
N/A,0
SW_HBJ,0
ZBHH,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VOHY,0
N/A,0
N/A,0
N/A,0
N/A,0
VEIM,0
N/A,0
VIDP,0
VAID,0
N/A,0
N/A,0
UIII,0
N/A,0
ROIG,0
VGIS,0
N/A,0
N/A,0
VAJB,0
N/A,0
VIJP,0
N/A,0
N/A,0
VEJS,0
N/A,0
N/A,0
N/A,0
N/A,0
VGJR,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
ZSTN,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
ZLJQ,0
N/A,0
VIJO,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VICX,0
N/A,0
N/A,0
N/A,0
ZWSH,0
N/A,0
VBKG,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
ZKKC,0
KP_AWS,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VIKO,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
ROKJ,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VBKP,0
N/A,0
N/A,0
OPLA,0
VTCL,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
ZLLL,0
N/A,0
RPLI,0
VBLS,0
LFS_AWS,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VTUL,0
N/A,0
N/A,0
N/A,0
VILK,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VTCS,0
N/A,0
N/A,0
VEMH,0
N/A,0
N/A,0
VBRM,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
ROMD,0
N/A,0
ROMY,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VBMK,0
N/A,0
N/A,0
N/A,0
VANP,0
N/A,0
VTUP,0
N/A,0
N/A,0
N/A,0
VTCN,0
ZSCN,0
N/A,0
N/A,0
ZSNJ,0
ZGNN,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
NLS_AWS,0
N/A,0
N/A,0
N/A,0
UINN,0
N/A,0
N/A,0
VTUM,0
N/A,0
VELR,0
N/A,0
N/A,0
UNCE,0
N/A,0
VBNU,0
N/A,0
N/A,0
N/A,0
N/A,0
RJKB,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VEPT,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VTCP,0
N/A,0
N/A,0
EPC_AWS,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VNPK,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VBPR,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VBPT,0
N/A,0
RKSG,0
ZKPY,0
N/A,0
N/A,0
ZSQD,0
N/A,0
N/A,0
N/A,0
N/A,0
ZYQQ,0
N/A,0
N/A,0
VGRJ,0
N/A,0
OLDVERC,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VTUS,0
N/A,0
N/A,0
VBSY,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VLSB,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
RKSL,0
SLW_AWS,0
SHA_AWS,0
N/A,0
N/A,0
ZGOW,0
N/A,0
N/A,0
N/A,0
SW_HBJ,0
N/A,0
N/A,0
N/A,0
SEK_AWS,0
N/A,0
N/A,0
ZYYY,0
OLDZGSZ,0
N/A,0
SSH_AWS,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VASL,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VNSI,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VNSK,0
N/A,0
N/A,0
N/A,0
VGSY,0
TKL_AWS,0
N/A,0
N/A,0
N/A,0
RKTF,0
TMS_AWS,0
TPO_AWS,0
N/A,0
N/A,0
N/A,0
N/A,0
MC_TG,0
ZBYN,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
TC_AWS,0
N/A,0
N/A,0
N/A,0
N/A,0
VLTK,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
RPUT,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VIUD,0
VTUD,0
N/A,0
N/A,0
N/A,0
UIUU,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
RKPU,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
VTPU,0
N/A,0
N/A,0
N/A,0
VIBN,0
N/A,0
RPUQ,0
VVVH,0
N/A,0
N/A,0
UHWW,0
N/A,0
WGL_AWS,0
N/A,0
N/A,0
N/A,0
N/A,0
WLP_AWS,0
RKNW,0
N/A,0
CI3,0
N/A,0
N/A,0
ZHHH,0
N/A,0
N/A,0
ZSAM,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
ZLYA,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
ZLIC,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
ZGZJ,0
N/A,0
ZHCC,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
N/A,0
OLDZGSZ,0
