"Wind, lat=22.3315, lon=114.1567 [SP_A]"
"Station: SP_A"
"Time Period (UTC+8): 20030101-20091231"
"Time","Height","m/s","Degree","Source","Status","Details"
2003/01/01 00:00:00,17.0000,1.1000,92.0000,"AQMIS",0,0
2003/01/01 01:00:00,17.0000,1.6000,107.0000,"AQMIS",0,0
2003/01/01 02:00:00,17.0000,1.1000,85.0000,"AQMIS",0,0
2003/01/01 03:00:00,17.0000,0.8000,85.0000,"AQMIS",0,0
2003/01/01 04:00:00,17.0000,1.0000,71.0000,"AQMIS",0,0
2003/01/01 05:00:00,17.0000,1.0000,63.0000,"AQMIS",0,0
2003/01/01 06:00:00,17.0000,1.0000,83.0000,"AQMIS",0,0
2003/01/01 07:00:00,17.0000,1.3000,109.0000,"AQMIS",0,0
2003/01/01 08:00:00,17.0000,1.3000,99.0000,"AQMIS",0,0
2003/01/01 09:00:00,17.0000,1.1000,78.0000,"AQMIS",0,0
2003/01/01 10:00:00,17.0000,1.2000,86.0000,"AQMIS",0,0
2003/01/01 11:00:00,17.0000,1.8000,111.0000,"AQMIS",0,0
2003/01/01 12:00:00,17.0000,2.5000,112.0000,"AQMIS",0,0
2003/01/01 13:00:00,17.0000,2.5000,108.0000,"AQMIS",0,0
2003/01/01 14:00:00,17.0000,2.0000,123.0000,"AQMIS",0,0
2003/01/01 15:00:00,17.0000,2.5000,106.0000,"AQMIS",0,0
2003/01/01 16:00:00,17.0000,2.1000,122.0000,"AQMIS",0,0
2003/01/01 17:00:00,17.0000,1.9000,120.0000,"AQMIS",0,0
2003/01/01 18:00:00,17.0000,1.9000,118.0000,"AQMIS",0,0
2003/01/01 19:00:00,17.0000,2.2000,117.0000,"AQMIS",0,0
2003/01/01 20:00:00,17.0000,2.2000,119.0000,"AQMIS",0,0
2003/01/01 21:00:00,17.0000,2.6000,111.0000,"AQMIS",0,0
2003/01/01 22:00:00,17.0000,2.4000,114.0000,"AQMIS",0,0
2003/01/01 23:00:00,17.0000,2.3000,116.0000,"AQMIS",0,0
2003/01/02 00:00:00,17.0000,2.7000,111.0000,"AQMIS",0,0
2003/01/02 01:00:00,17.0000,2.5000,112.0000,"AQMIS",0,0
2003/01/02 02:00:00,17.0000,2.7000,110.0000,"AQMIS",0,0
2003/01/02 03:00:00,17.0000,2.5000,112.0000,"AQMIS",0,0
2003/01/02 04:00:00,17.0000,2.4000,110.0000,"AQMIS",0,0
2003/01/02 05:00:00,17.0000,2.7000,111.0000,"AQMIS",0,0
2003/01/02 06:00:00,17.0000,3.0000,107.0000,"AQMIS",0,0
2003/01/02 07:00:00,17.0000,2.7000,111.0000,"AQMIS",0,0
2003/01/02 08:00:00,17.0000,1.7000,109.0000,"AQMIS",0,0
2003/01/02 09:00:00,17.0000,2.0000,108.0000,"AQMIS",0,0
2003/01/02 10:00:00,17.0000,2.5000,115.0000,"AQMIS",0,0
2003/01/02 11:00:00,17.0000,2.3000,114.0000,"AQMIS",0,0
2003/01/02 12:00:00,17.0000,2.0000,112.0000,"AQMIS",0,0
2003/01/02 13:00:00,17.0000,2.0000,109.0000,"AQMIS",0,0
2003/01/02 14:00:00,17.0000,1.2000,126.0000,"AQMIS",0,0
2003/01/02 15:00:00,17.0000,1.0000,156.0000,"AQMIS",0,0
2003/01/02 16:00:00,17.0000,1.1000,17.0000,"AQMIS",0,0
2003/01/02 17:00:00,17.0000,1.1000,51.0000,"AQMIS",0,0
2003/01/02 18:00:00,17.0000,1.0000,139.0000,"AQMIS",0,0
2003/01/02 19:00:00,17.0000,0.6000,211.0000,"AQMIS",0,0
2003/01/02 20:00:00,17.0000,0.7000,182.0000,"AQMIS",0,0
2003/01/02 21:00:00,17.0000,0.9000,261.0000,"AQMIS",0,0
2003/01/02 22:00:00,17.0000,1.1000,275.0000,"AQMIS",0,0
2003/01/02 23:00:00,17.0000,1.3000,299.0000,"AQMIS",0,0
2003/01/03 00:00:00,17.0000,1.4000,287.0000,"AQMIS",0,0
2003/01/03 01:00:00,17.0000,1.1000,277.0000,"AQMIS",0,0
