2004/06/30,55.5963848,26.2537311,41.3227807
2004/07/01,55.5859928,26.2575096,41.3271949
2004/07/02,55.5755062,26.2611953,41.3315037
2004/07/03,55.5649286,26.2647880,41.3357094
2004/07/04,55.5542663,26.2682926,41.3398125
2004/07/05,55.5435210,26.2717086,41.3438153
2004/07/06,55.5326893,26.2750338,41.3477205
2004/07/07,55.5217709,26.2782649,41.3515302
2004/07/08,55.5107668,26.2814017,41.3552459
2004/07/09,55.4996736,26.2844424,41.3588676
2004/07/10,55.4884905,26.2873866,41.3623958
2004/07/11,55.4772156,26.2902326,41.3658317
2004/07/12,55.4658491,26.2929800,41.3691741
2004/07/13,55.4543885,26.2956297,41.3724224
2004/07/14,55.4428303,26.2981792,41.3755763
2004/07/15,55.4311743,26.3006277,41.3786373
2004/07/16,55.4194204,26.3029744,41.3816068
2004/07/17,55.4075683,26.3052182,41.3844844
2004/07/18,55.3956174,26.3073600,41.3872688
2004/07/19,55.3835646,26.3093953,41.3899569
2004/07/20,55.3714087,26.3113234,41.3925472
2004/07/21,55.3591461,26.3131432,41.3950382
2004/07/22,55.3467724,26.3148543,41.3974288
2004/07/23,55.3342852,26.3164569,41.3997192
2004/07/24,55.3216820,26.3179498,41.4019091
2004/07/25,55.3089591,26.3193326,41.4039988
2004/07/26,55.2961116,26.3206040,41.4059880
2004/07/27,55.2831382,26.3217643,41.4078775
2004/07/28,55.2700403,26.3228137,41.4096686
2004/07/29,55.2568182,26.3237515,41.4113616
2004/07/30,55.2434713,26.3245774,41.4129561
2004/07/31,55.2300019,26.3252925,41.4144521
2004/08/01,55.2164151,26.3258985,41.4158501
2004/08/02,55.2027117,26.3263938,41.4171515
2004/08/03,55.1888938,26.3267788,41.4183590
2004/08/04,55.1749630,26.3270575,41.4194728
2004/08/05,55.1609190,26.3272296,41.4204932
2004/08/06,55.1467624,26.3272947,41.4214209
2004/08/07,55.1324925,26.3272530,41.4222570
2004/08/08,55.1181097,26.3271049,41.4230007
2004/08/09,55.1036162,26.3268527,41.4236520
2004/08/10,55.0890110,26.3264952,41.4242106
2004/08/11,55.0742965,26.3260328,41.4246787
2004/08/12,55.0594758,26.3254663,41.4250573
2004/08/13,55.0445507,26.3247946,41.4253481
2004/08/14,55.0295306,26.3240260,41.4255517
2004/08/15,55.0144213,26.3231634,41.4256714
2004/08/16,54.9992277,26.3222102,41.4257104
2004/08/17,54.9839534,26.3211666,41.4256704
2004/08/18,54.9685987,26.3200318,41.4255536
2004/08/19,54.9531663,26.3188077,41.4253608
2004/08/20,54.9376572,26.3174911,41.4250942
2004/08/21,54.9220744,26.3160816,41.4247545
2004/08/22,54.9064190,26.3145788,41.4243423
2004/08/23,54.8906926,26.3129848,41.4238564
2004/08/24,54.8749009,26.3113042,41.4232987
2004/08/25,54.8590451,26.3095374,41.4226732
2004/08/26,54.8431245,26.3076835,41.4219820
2004/08/27,54.8271412,26.3057478,41.4212276
2004/08/28,54.8110981,26.3037348,41.4204099
2004/08/29,54.7949968,26.3016454,41.4195300
2004/08/30,54.7788393,26.2994803,41.4185880
2004/08/31,54.7626254,26.2972390,41.4175851
2004/09/01,54.7463545,26.2949236,41.4165209
2004/09/02,54.7300280,26.2925392,41.4153965
2004/09/03,54.7136464,26.2900864,41.4142113
2004/09/04,54.6972117,26.2875653,41.4129661
2004/09/05,54.6807269,26.2849804,41.4116600
2004/09/06,54.6641938,26.2823335,41.4102930
2004/09/07,54.6476107,26.2796240,41.4088671
2004/09/08,54.6309791,26.2768530,41.4073838
2004/09/09,54.6143043,26.2740256,41.4058441
2004/09/10,54.5975888,26.2711426,41.4042489
2004/09/11,54.5808330,26.2682037,41.4026009
2004/09/12,54.5640375,26.2652113,41.4008997
2004/09/13,54.5472025,26.2621652,41.3991453
2004/09/14,54.5303309,26.2590660,41.3973376
2004/09/15,54.5134234,26.2559145,41.3954779
2004/09/16,54.4964835,26.2527132,41.3935675
2004/09/17,54.4795122,26.2494632,41.3916067
2004/09/18,54.4625089,26.2461645,41.3895942
2004/09/19,54.4454749,26.2428175,41.3875297
2004/09/20,54.4284105,26.2394216,41.3854137
2004/09/21,54.4113159,26.2359799,41.3832465
2004/09/22,54.3941936,26.2324933,41.3810272
2004/09/23,54.3770414,26.2289600,41.3787554
2004/09/24,54.3598579,26.2253796,41.3764313
