2005/06/30,52.9791871,23.7064980,29.3131530
2005/07/01,52.9802122,23.7063177,29.3075601
2005/07/02,52.9813531,23.7061528,29.3020166
2005/07/03,52.9826053,23.7060016,29.2965232
2005/07/04,52.9839645,23.7058613,29.2910805
2005/07/05,52.9854300,23.7057313,29.2856878
2005/07/06,52.9870051,23.7056144,29.2803440
2005/07/07,52.9886921,23.7055143,29.2750472
2005/07/08,52.9904935,23.7054315,29.2697996
2005/07/09,52.9924136,23.7053672,29.2646014
2005/07/10,52.9944535,23.7053216,29.2594535
2005/07/11,52.9966160,23.7052952,29.2543567
2005/07/12,52.9989002,23.7052876,29.2493119
2005/07/13,53.0013047,23.7052981,29.2443181
2005/07/14,53.0038311,23.7053283,29.2393755
2005/07/15,53.0064798,23.7053791,29.2344836
2005/07/16,53.0092496,23.7054494,29.2296425
2005/07/17,53.0121396,23.7055394,29.2248530
2005/07/18,53.0151493,23.7056485,29.2201152
2005/07/19,53.0182789,23.7057769,29.2154306
2005/07/20,53.0215294,23.7059248,29.2107995
2005/07/21,53.0249028,23.7060928,29.2062227
2005/07/22,53.0284013,23.7062818,29.2017009
2005/07/23,53.0320264,23.7064895,29.1972349
2005/07/24,53.0357782,23.7067157,29.1928264
2005/07/25,53.0396591,23.7069634,29.1884767
2005/07/26,53.0436713,23.7072347,29.1841865
2005/07/27,53.0478152,23.7075308,29.1799571
2005/07/28,53.0520893,23.7078526,29.1757884
2005/07/29,53.0564927,23.7082019,29.1716804
2005/07/30,53.0610243,23.7085777,29.1676343
2005/07/31,53.0656837,23.7089805,29.1636492
2005/08/01,53.0704688,23.7094095,29.1597255
2005/08/02,53.0753783,23.7098654,29.1558632
2005/08/03,53.0804098,23.7103458,29.1520623
2005/08/04,53.0855615,23.7108496,29.1483236
2005/08/05,53.0908342,23.7113765,29.1446473
2005/08/06,53.0962269,23.7119261,29.1410338
2005/08/07,53.1017406,23.7124986,29.1374828
2005/08/08,53.1073748,23.7130933,29.1339941
2005/08/09,53.1131266,23.7137080,29.1305678
2005/08/10,53.1189931,23.7143419,29.1272043
2005/08/11,53.1249725,23.7149950,29.1239030
2005/08/12,53.1310634,23.7156674,29.1206633
2005/08/13,53.1372623,23.7163603,29.1174846
2005/08/14,53.1435625,23.7170678,29.1143669
2005/08/15,53.1499612,23.7177862,29.1113107
2005/08/16,53.1564542,23.7185116,29.1083162
2005/08/17,53.1630399,23.7192438,29.1053838
2005/08/18,53.1697177,23.7199829,29.1025142
2005/08/19,53.1764855,23.7207256,29.0997075
2005/08/20,53.1833430,23.7214722,29.0969627
2005/08/21,53.1902896,23.7222255,29.0942791
2005/08/22,53.1973214,23.7229843,29.0916576
2005/08/23,53.2044346,23.7237432,29.0890991
2005/08/24,53.2116254,23.7244992,29.0866038
2005/08/25,53.2188895,23.7252492,29.0841714
