"Relative Humidity, lat=22.4031, lon=114.2086 [SHA_AWS]"
"Station: SHA_AWS"
"Time Period (UTC+8): 20030101-20091231"
"Time","Height","%","Source","Status","Details"
2003/01/01 00:00:00,16.0000,72.0000,"A_HKOAWS2",-1,0
2003/01/01 01:00:00,16.0000,75.0000,"A_HKOAWS2",-1,0
2003/01/01 02:00:00,16.0000,74.0000,"A_HKOAWS2",-1,0
2003/01/01 03:00:00,16.0000,75.0000,"A_HKOAWS2",-1,0
2003/01/01 04:00:00,16.0000,75.0000,"A_HKOAWS2",-1,0
2003/01/01 05:00:00,16.0000,75.0000,"A_HKOAWS2",-1,0
2003/01/01 06:00:00,16.0000,76.0000,"A_HKOAWS2",-1,0
2003/01/01 07:00:00,16.0000,76.0000,"A_HKOAWS2",-1,0
2003/01/01 08:00:00,16.0000,76.3316,"A_HKOAWS4",0,0
2003/01/01 09:00:00,16.0000,75.2816,"A_HKOAWS4",0,0
2003/01/01 10:00:00,16.0000,76.3316,"A_HKOAWS4",0,0
2003/01/01 11:00:00,16.0000,73.8669,"A_HKOAWS4",0,0
2003/01/01 12:00:00,16.0000,73.0096,"A_HKOAWS4",0,0
2003/01/01 13:00:00,16.0000,73.5344,"A_HKOAWS4",0,0
2003/01/01 14:00:00,16.0000,74.5029,"A_HKOAWS4",0,0
2003/01/01 15:00:00,16.0000,73.6236,"A_HKOAWS4",0,0
2003/01/01 16:00:00,16.0000,70.3114,"A_HKOAWS4",0,0
2003/01/01 17:00:00,16.0000,70.7620,"A_HKOAWS4",0,0
2003/01/01 18:00:00,16.0000,76.0370,"A_HKOAWS4",0,0
2003/01/01 19:00:00,16.0000,76.0535,"A_HKOAWS4",0,0
2003/01/01 20:00:00,16.0000,76.0699,"A_HKOAWS4",0,0
2003/01/01 21:00:00,16.0000,80.1525,"A_HKOAWS4",0,0
2003/01/01 22:00:00,16.0000,73.1544,"A_HKOAWS4",0,0
2003/01/01 23:00:00,16.0000,71.2349,"A_HKOAWS4",0,0
2003/01/02 00:00:00,16.0000,73.6058,"A_HKOAWS4",0,0
2003/01/02 01:00:00,16.0000,72.6520,"A_HKOAWS4",0,0
2003/01/02 02:00:00,16.0000,73.5880,"A_HKOAWS4",0,0
2003/01/02 03:00:00,16.0000,74.5548,"A_HKOAWS4",0,0
2003/01/02 04:00:00,16.0000,76.5589,"A_HKOAWS4",0,0
2003/01/02 05:00:00,16.0000,77.0514,"A_HKOAWS4",0,0
2003/01/02 06:00:00,16.0000,77.5475,"A_HKOAWS4",0,0
2003/01/02 07:00:00,16.0000,78.5954,"A_HKOAWS4",0,0
2003/01/02 08:00:00,16.0000,77.5942,"A_HKOAWS4",0,0
2003/01/02 09:00:00,16.0000,77.6252,"A_HKOAWS4",0,0
2003/01/02 10:00:00,16.0000,74.7097,"A_HKOAWS4",0,0
2003/01/02 11:00:00,16.0000,74.2185,"A_HKOAWS4",0,0
2003/01/02 12:00:00,16.0000,74.6754,"A_HKOAWS4",0,0
2003/01/02 13:00:00,16.0000,71.4438,"A_HKOAWS4",0,0
2003/01/02 14:00:00,16.0000,72.8344,"A_HKOAWS4",0,0
2003/01/02 15:00:00,16.0000,71.4438,"A_HKOAWS4",0,0
2003/01/02 16:00:00,-99999,-99999,"None",-99999,-99999
2003/01/02 17:00:00,16.0000,74.7953,"A_HKOAWS4",0,0
2003/01/02 18:00:00,16.0000,74.3054,"A_HKOAWS4",0,0
2003/01/02 19:00:00,16.0000,73.8183,"A_HKOAWS4",0,0
2003/01/02 20:00:00,16.0000,73.8183,"A_HKOAWS4",0,0
2003/01/02 21:00:00,16.0000,75.3048,"A_HKOAWS4",0,0
2003/01/02 22:00:00,16.0000,70.4868,"A_HKOAWS4",0,0
2003/01/02 23:00:00,16.0000,69.9628,"A_HKOAWS4",0,0
2003/01/03 00:00:00,16.0000,72.6520,"A_HKOAWS4",0,0
2003/01/03 01:00:00,16.0000,74.0610,"A_HKOAWS4",0,0
2003/01/03 02:00:00,16.0000,82.1773,"A_HKOAWS4",0,0
2003/01/03 03:00:00,16.0000,82.6359,"A_HKOAWS4",0,0
2003/01/03 04:00:00,16.0000,81.9717,"A_HKOAWS4",0,0
2003/01/03 05:00:00,16.0000,81.9068,"A_HKOAWS4",0,0
2003/01/03 06:00:00,16.0000,77.0902,"A_HKOAWS4",0,0
2003/01/03 07:00:00,16.0000,75.9017,"A_HKOAWS4",0,0
2003/01/03 08:00:00,16.0000,69.9960,"A_HKOAWS4",0,0
2003/01/03 09:00:00,16.0000,66.7630,"A_HKOAWS4",0,0
2003/01/03 10:00:00,16.0000,60.7061,"A_HKOAWS4",0,0
2003/01/03 11:00:00,16.0000,57.2949,"A_HKOAWS4",0,0
2003/01/03 12:00:00,16.0000,51.3735,"A_HKOAWS4",0,0
2003/01/03 13:00:00,16.0000,47.8955,"A_HKOAWS4",0,0
2003/01/03 14:00:00,16.0000,44.9048,"A_HKOAWS4",0,0
2003/01/03 15:00:00,16.0000,42.4357,"A_HKOAWS4",0,0
2003/01/03 16:00:00,16.0000,42.1420,"A_HKOAWS4",0,0
2003/01/03 17:00:00,16.0000,40.5841,"A_HKOAWS4",0,0
